rule_path                                 ,api1                                                                                                                                                                                                                               ,api2                                                                                                                                                                 ,description                                                                     ,label
/mnt/storage/quark-rules/rules/00137.json ,Landroid/location/LocationManager;getLastKnownLocation(Ljava/lang/String;)Landroid/location/Location;                                                                                                                              ,Landroid/location/Location;toString()Ljava/lang/String;                                                                                                              ,Get last known location of the device                                           ,"location,collection"
/mnt/storage/quark-rules/rules/00054.json ,Landroid/net/Uri;fromFile(Ljava/io/File;)Landroid/net/Uri;                                                                                                                                                                         ,Landroid/content/Intent;setDataAndType(Landroid/net/Uri; Ljava/lang/String;)Landroid/content/Intent;                                                                 ,Install other APKs from file                                                    ,reflection
/mnt/storage/quark-rules/rules/00049.json ,Landroid/telephony/SmsMessage;createFromPdu([B)Landroid/telephony/SmsMessage;                                                                                                                                                      ,Landroid/telephony/SmsMessage;getDisplayOriginatingAddress()Ljava/lang/String;                                                                                       ,Query the phone number from SMS sender                                          ,"sms,collection"
/mnt/storage/quark-rules/rules/00211.json ,Lgnu/lists/LList;list1(Ljava/lang/Object;)Lgnu/lists/Pair;                                                                                                                                                                         ,Lcom/google/youngandroid/runtime;callComponentMethod(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;                     ,Open an URL in Wevbiew                                                          ,""
/mnt/storage/quark-rules/rules/00103.json ,Landroid/net/ConnectivityManager;getActiveNetworkInfo()Landroid/net/NetworkInfo;                                                                                                                                                   ,Ljava/lang/Object;equals(Ljava/lang/Object;)Z                                                                                                                        ,Check the active network type                                                   ,network
/mnt/storage/quark-rules/rules/00198.json ,Landroid/media/MediaRecorder;prepare()V                                                                                                                                                                                            ,Landroid/media/MediaRecorder;start()V                                                                                                                                ,Initialize the recorder and start recording                                     ,record
/mnt/storage/quark-rules/rules/00071.json ,Landroid/telephony/TelephonyManager;getNetworkCountryIso()Ljava/lang/String;                                                                                                                                                       ,Ljava/io/FileOutputStream;write([B)V                                                                                                                                 ,Write the ISO country code of the current network operator into a file          ,"collection,command,network,file"
/mnt/storage/quark-rules/rules/00014.json ,Ljava/io/FileInputStream;<init>(Ljava/io/File;)V                                                                                                                                                                                   ,Lorg/json/JSONObject;put(Ljava/lang/String; Ljava/lang/Object;)Lorg/json/JSONObject;                                                                                 ,Read file into a stream and put it into a JSON object                           ,file
/mnt/storage/quark-rules/rules/00046.json ,Ljava/lang/Class;getDeclaredMethod(Ljava/lang/String; [Ljava/lang/Class;)Ljava/lang/reflect/Method;                                                                                                                                ,Ljava/lang/reflect/Method;invoke(Ljava/lang/Object; [Ljava/lang/Object;)Ljava/lang/Object;                                                                           ,Method reflection                                                               ,reflection
/mnt/storage/quark-rules/rules/00189.json ,Landroid/content/ContentResolver;query(Landroid/net/Uri; [Ljava/lang/String; Ljava/lang/String; [Ljava/lang/String; Ljava/lang/String;)Landroid/database/Cursor;                                                                   ,Landroid/database/Cursor;getColumnIndex(Ljava/lang/String;)I                                                                                                         ,Get the content of a SMS message                                                ,sms
/mnt/storage/quark-rules/rules/00078.json ,Landroid/content/Context;getSystemService(Ljava/lang/String;)Ljava/lang/Object;                                                                                                                                                    ,Landroid/telephony/TelephonyManager;getNetworkOperatorName()Ljava/lang/String;                                                                                       ,Get the network operator name                                                   ,"collection,telephony"
/mnt/storage/quark-rules/rules/00069.json ,Ljava/lang/Runtime;exec(Ljava/lang/String;)Ljava/lang/Process;                                                                                                                                                                     ,Ljava/lang/Process;getOutputStream()Ljava/io/OutputStream;                                                                                                           ,Run shell script programmably                                                   ,control
/mnt/storage/quark-rules/rules/00115.json ,Landroid/location/LocationManager;getLastKnownLocation(Ljava/lang/String;)Landroid/location/Location;                                                                                                                              ,Landroid/location/Location;getLongitude()D                                                                                                                           ,Get last known location of the device                                           ,"collection,location"
/mnt/storage/quark-rules/rules/00111.json ,Landroid/telephony/SmsMessage;getOriginatingAddress()Ljava/lang/String;                                                                                                                                                            ,Ljava/lang/String;toString()Ljava/lang/String;                                                                                                                       ,Get the sender address of the SMS                                               ,"collection,sms"
/mnt/storage/quark-rules/rules/00140.json ,Landroid/telephony/TelephonyManager;getLine1Number()Ljava/lang/String;                                                                                                                                                             ,Ljava/io/FileOutputStream;write([B)V                                                                                                                                 ,Write the phone number into a file                                              ,"collection,telephony,file,command"
